component,ruleTypeId,ruleTypeName,entity,attribute,fieldType,label,source
dcorder,CubingEstimation,Cubing Estimation,,orderPlacedDateTime,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,orderProcessTypeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,orderType,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,orgId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,originAddress,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,originFacilityId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,pickupStartDateTime,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,prePackTypeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,prePlanTransportation,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,priority,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,residentialDestination,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,assignedCarrierId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,assignedModeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,assignedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,assignedShipmentId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,assignedShipViaId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,assignedStopId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,batchNumber,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,countryOfOriginId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,createdTimestamp,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,designatedCarrierId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,designatedModeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,designatedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,designatedShipViaId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,designatedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,entityLabels,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,hazardousMaterial,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,itemData,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,itemId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,orderedQuantity,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,orderLineNoteList,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,prePackGroupCode,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,requiredShelfDays,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,shortageLine,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,volume,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,volumeUomId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,weight,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,weightUomId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,noteCodeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,noteText,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,noteTypeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,noteCodeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,noteText,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,noteTypeId,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,address1,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,address2,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,address3,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,city,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,country,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,county,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,email,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,firstName,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,lastName,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,phone,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,postalCode,,,ruleTypeAvailableAttributeXref
dcorder,CubingEstimation,Cubing Estimation,,state,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address1,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address2,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address3,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,city,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,country,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,county,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,email,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,firstName,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,lastName,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,phone,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,postalCode,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,state,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address1,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address2,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address3,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,city,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,country,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,county,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,email,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,firstName,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,lastName,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,phone,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,postalCode,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,state,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,Annotations,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,AttributeLabels,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,InheritedLabels,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,RuleLabels,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address1,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address2,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,address3,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,city,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,country,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,county,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,email,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,firstName,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,lastName,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,phone,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,postalCode,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,state,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,aggregationAttribute,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,billToAddress,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,customerId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,deliveryEndDateTime,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,deliveryStartDateTime,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedCarrierId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedEquipmentTypeId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedModeId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedShipmentId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedShipViaId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,designatedStopSequenceNumber,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,destinationAddress,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,destinationFacilityId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,entityLabels,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,mustShipTogetherCode,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,orderType,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,originAddress,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,originalOrderId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,originFacilityId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,pickupEndDateTime,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,pickupStartDateTime,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,prePackTypeId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,priority,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,residentialDestination,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,transportationResponsibilityId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,prePackGroupCode,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,AggregationDetermination,Aggregation Criteria Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address1,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address2,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address3,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,city,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,country,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,county,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,email,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,firstName,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,lastName,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,phone,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,postalCode,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,state,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address1,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address2,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address3,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,city,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,country,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,county,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,email,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,firstName,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,lastName,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,phone,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,postalCode,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,state,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,Annotations,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,AttributeLabels,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,InheritedLabels,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,RuleLabels,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,businessPartnerId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,facilityId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,facilityName,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,facilityTypeDistribution,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,facilityTypeStore,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,pickupAtStore,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,shipFromFacility,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,shipToStore,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,vendorFacility,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,catchWeightItem,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,climateControlId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,color,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,colorSuffix,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,commodityCode,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,conveyable,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,currencyCode,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,dimensionUomId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,facilityId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,hazardousMaterialId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,hazmat,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,height,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,itemGtin,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,itemId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,length,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,nmfcFreightClassId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,productClass,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,productLifeInDays,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,season,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,seasonYear,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,secondDimension,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,serialNumberTrackType,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,shortDescription,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,sizeCode,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,sizeDescription,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,storeDepartment,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,style,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,styleSuffix,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,unitCost,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,unitPrice,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,vendorId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,volume,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,volumeUomId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,weight,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,weightUomId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,width,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,billingMethodId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,billToAddress,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,billToFacilityId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,createdTimestamp,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,deliveryStartDateTime,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedCarrierId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedModeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedShipViaId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,destinationAddress,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,entityLabels,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,facility,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderLineList,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderNoteList,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderPlacedDateTime,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderProcessTypeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderType,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orgId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,originAddress,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,originFacilityId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,pickupStartDateTime,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,prePackTypeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,priority,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,residentialDestination,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,assignedCarrierId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,assignedModeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,assignedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,assignedShipmentId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,assignedShipViaId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,assignedStopId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,batchNumber,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,countryOfOriginId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,createdTimestamp,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedCarrierId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedModeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedServiceLevelId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedShipViaId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,designatedStaticRouteId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,entityLabels,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,hazardousMaterial,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,itemData,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,itemId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderedQuantity,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,orderLineNoteList,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,prePackGroupCode,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,requiredShelfDays,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,shortageLine,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,volume,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,volumeUomId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,weight,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,weightUomId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,noteCodeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,noteText,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,noteTypeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,businessUnitId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,noteCodeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,noteText,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,noteTypeId,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address1,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address2,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,address3,,,ruleTypeAvailableAttributeXref
dcorder,PrioritizationDetermination,Prioritization Determination,,city,,,ruleTypeAvailableAttributeXref
