component,ruleTypeId,ruleTypeName,entity,attribute,fieldType,label,source
receiving,PreAllocateRuleType,PreAllocateRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,asnLevelId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,asnLineList,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,asnOriginTypeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,asnStatus,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,carrierId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,destinationFacilityId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,estimatedDeliveryDate,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,lpnList,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,originFacilityId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,preReceiptStatusId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,rrnId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,shippedDate,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,batchNumber,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,expiryDate,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute1,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute2,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute3,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute4,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute5,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryTypeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,manufacturingDate,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,productStatusId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,purchaseOrderLineId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,shippedQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,Annotations,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,AttributeLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,InheritedLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,RuleLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,climateControlId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,color,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,colorSuffix,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,commodityCode,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,conveyable,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,criticalDimension1,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,criticalDimension2,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,criticalDimension3,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,displayUomId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,facilityId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,hazardousMaterialId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,hazmat,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,height,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,length,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,lpnPerTier,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,merchandizingGroup,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,merchandizingType,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,orgId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,productClass,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,productLifeInDays,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,retailPrice,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,season,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,seasonYear,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,secondDimension,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,shortDescription,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,sizeCode,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,sizeDescription,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardBundleHeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardBundleLength,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardBundleQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardBundleVolume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardBundleWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardBundleWidth,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardLpnHeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardLpnLength,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardLpnQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardLpnVolume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardLpnWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardLpnWidth,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPackHeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPackLength,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPackQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPackVolume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPackWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPackWidth,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPalletHeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPalletLength,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPalletQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPalletVolume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPalletWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardPalletWidth,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardSubPackHeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardSubPackLength,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardSubPackQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardSubPackVolume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardSubPackWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardSubPackWidth,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardTierHeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardTierLength,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardTierQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardTierVolume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardTierWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,standardTierWidth,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,style,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,styleSuffix,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,tiersPerPallet,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,unitPrice,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,volume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,weight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,width,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,allocationTypeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,estimatedWeight,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,finalDestinationFacilityId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,lpnDetailList,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,lpnSizeTypeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,lpnStatus,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,lpnTypeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,physicalEntityCodeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,preReceiptStatusId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,volume,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,batchNumber,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,expiryDate,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute1,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute2,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute3,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute4,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryAttribute5,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,inventoryTypeId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,manufacturingDate,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,productStatusId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,purchaseOrderLineId,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,shippedQuantity,,,ruleTypeAvailableAttributeXref
receiving,PreAllocateRuleType,PreAllocateRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,asnLevelId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,asnOriginTypeId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,batchNumber,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute1,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute2,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute3,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute4,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute5,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryTypeId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,productStatusId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,Annotations,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,AttributeLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,InheritedLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,RuleLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,color,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,colorSuffix,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,commodityCode,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,productClass,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,season,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,seasonYear,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,shortDescription,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,sizeDescription,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,style,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,styleSuffix,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,itemList,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,batchNumber,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute1,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute2,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute3,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute4,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryAttribute5,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,inventoryTypeId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,productStatusId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,destinationFacilityId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,originFacilityId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,purchaseOrderList,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,companyName,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,entityLabels,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,vendorCategoryId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,vendorPerformanceGroupId,,,ruleTypeAvailableAttributeXref
receiving,ProcessNeedRuleType,ProcessNeedRuleType,,vendorList,,,ruleTypeAvailableAttributeXref
receiving,ExecutionCriteria,ReceivingExecution,,transactionId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,asnLevelId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,asnLineList,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,asnOriginTypeId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,asnStatus,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,carrierId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,destinationFacilityId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,estimatedDeliveryDate,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,lpnList,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,originFacilityId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,preReceiptStatusId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,rrnId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,shippedDate,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,trailerId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,asnId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,batchNumber,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,businessUnitId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,countryOfOrigin,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,expiryDate,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,inventoryAttribute1,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,inventoryAttribute2,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,inventoryAttribute3,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,inventoryAttribute4,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,inventoryAttribute5,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,inventoryTypeId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,itemId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,manufacturingDate,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,productStatusId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,purchaseOrderId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,purchaseOrderLineId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,shippedQuantity,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,vendorId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,businessUnitGroupId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,climateControlId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,color,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,colorSuffix,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,commodityCode,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,conveyable,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,criticalDimension1,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,criticalDimension2,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,criticalDimension3,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,displayUomId,,,ruleTypeAvailableAttributeXref
receiving,ReceivingRulesRuleType,ReceivingRulesRuleType,,facilityId,,,ruleTypeAvailableAttributeXref
